name,host_id,host_name,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,city,state,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,price_range,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,Seasons,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
Stunning Penthouse Loft Guestroom ,173592,Stewart,7/19/10,t,1,1,t,t,Navy Yard,Washington,DC,20003,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,120,2,750,,,,1,$0.00 ,2,1125,364,10/3/15,8,11/15/14,9/21/15,4,94,9,9,f,t,flexible,f,f,1,0.74
 Historic E.Capitol 4 Bedroom house,553227,Tunde   Sunny,5/3/11,f,3,3,t,t,Benning,Washington,DC,20019,"Washington, DC",t,House,Entire home/apt,10,2,4,4,Real Bed,215,3,1425,5500,500,$125.00 ,8,$10.00 ,2,1825,343,10/2/15,29,5/28/12,8/23/15,3,74,8,7,f,f,strict,f,f,3,0.71
"""Kozy Kot""",33666214,Kris,5/18/15,f,1,1,t,f,Fort Dupont,Washington,DC,20019,"Washington, DC",t,House,Private room,2,0.5,1,1,Real Bed,90,2,,,,,1,$0.00 ,2,4,363,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Large Sunny 1 bedroom near the Hill,18896296,Laura,7/25/14,f,1,1,t,f,Benning,Washington,DC,20019,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,50,1,315,1125,95,,2,$10.00 ,2,240,324,10/2/15,23,6/5/15,9/28/15,4,88,9,8,f,f,moderate,f,f,1,5.7
Comfortable studio with dinosaur.,25923956,Tiffany,1/11/15,f,1,1,t,t,,Washington,DC,20019,"Washington, DC",f,House,Private room,5,1,1,2,Real Bed,100,2,,,,$25.00 ,0,$0.00 ,1,1125,336,10/2/15,12,3/27/15,7/29/15,3,92,10,9,f,f,flexible,f,f,1,1.88
Suburban living in the city!,40867137,Lacey,8/8/15,f,1,1,t,f,Fort Davis,Washington,DC,20019,"Washington, DC",t,House,Entire home/apt,4,2,2,2,Real Bed,65,2,,,,,1,$0.00 ,1,1125,29,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Great price for DC room,38683977,Shaun,7/16/15,f,2,2,t,f,River Terrace,Washington,DC,20019,"Washington, DC",t,House,Private room,2,1,1,1,Real Bed,55,2,340,1500,,,1,$0.00 ,2,30,356,10/3/15,4,8/21/15,9/18/15,4,100,10,9,f,f,flexible,f,f,2,2.73
Lovely Comfortable Home near Metro,4027780,Leonard,10/31/12,f,1,1,t,t,Fort Dupont,Washington,DC,20019,"Washington, DC",t,House,Entire home/apt,8,2.5,3,1,Real Bed,129,2,,,200,,4,$20.00 ,1,5,173,10/3/15,58,3/14/13,9/27/15,4,89,9,8,f,f,moderate,f,f,1,1.86
"Cozy, quiet, clean DC room",38683977,Shaun,7/16/15,f,2,2,t,f,River Terrace,Washington,DC,20019,"Washington, DC",t,House,Private room,1,1,1,1,Futon,45,1,310,1100,,,1,$0.00 ,1,1125,275,10/3/15,4,8/11/15,9/22/15,4,90,9,10,f,f,flexible,f,f,2,2.22
[1375-2/1]2BR 1Block to White House,25188,Seamless,7/10/09,f,480,480,t,t,Downtown/Penn Quarter,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,5,2,2,2,Real Bed,299,4,,7750,,,1,$0.00 ,3,365,159,10/3/15,34,9/24/11,9/28/15,4,95,10,10,f,f,super_strict_30,f,t,5,0.69
[1375-2B]1 Block to White House,25188,Seamless,7/10/09,f,480,480,t,t,Downtown/Penn Quarter,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,5,2,2,2,Real Bed,309,4,,8519,,,1,$0.00 ,4,365,356,10/2/15,8,4/8/15,8/2/15,3,95,10,10,f,f,super_strict_30,f,t,5,1.34
Boat show Annapolis sleeps 6,26600674,Christian,1/23/15,f,2,2,t,f,,Annapolis,MD,21403,"Annapolis, MD",f,Boat,Entire home/apt,7,1,2,4,Real Bed,375,5,,,,,1,$0.00 ,1,1125,365,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Downtown - 2 BR / 2 BA with Parking,24421384,James,12/2/14,t,2,2,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,4,2,2,3,Real Bed,180,3,,,250,$50.00 ,1,$0.00 ,7,21,308,10/3/15,48,2/11/15,9/21/15,4,99,10,10,f,f,moderate,f,f,2,6.13
Walk to the White House - Thomas Cr,6293099,Omari,5/8/13,f,3,3,t,t,Logan Circle,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,1,Real Bed,149,2,915,3225,95,$100.00 ,2,$15.00 ,3,1125,334,10/3/15,32,5/5/14,9/13/15,4,86,9,9,f,t,strict,f,f,1,1.86
Lux 2BR Apt near Convention Center ,9419684,Mike,10/14/13,f,206,206,t,t,Downtown/Penn Quarter,Washington,DC,20268,"Washington, DC",t,Apartment,Entire home/apt,5,2,2,3,Real Bed,337,4,,7770,,$100.00 ,1,$0.00 ,3,1125,42,10/3/15,6,4/18/15,9/1/15,4,100,10,10,f,f,moderate,f,t,19,1.07
Lux 2BR - Near Covention Center,25188,Seamless,7/10/09,f,480,480,t,t,Judiciary Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,4,2,2,2,Real Bed,299,4,,6720,,,1,$0.00 ,3,730,360,10/3/15,7,10/11/12,8/12/15,3,83,9,10,f,f,super_strict_30,f,t,5,0.19
[1396] 1 BR at Newseum Residences,25188,Seamless,7/10/09,f,480,480,t,t,,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,249,3,,6969,,,3,$0.00 ,4,365,365,10/3/15,6,3/12/11,5/16/15,2,96,9,10,f,f,super_strict_30,f,t,5,0.11
Rooftop Studio & DC 360 view,657541,Kathy,6/2/11,f,1,1,t,f,Judiciary Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,3,1.5,0,1,Real Bed,126,2,900,2300,500,$100.00 ,1,$50.00 ,2,1125,326,10/3/15,5,4/27/15,9/23/15,4,90,9,8,f,f,strict,f,f,1,0.94
Luxury downtown condo,43105892,Renee,9/1/15,f,1,1,t,t,Downtown/Penn Quarter,Washington,DC,20005,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,99,2,599,2199,100,,1,$20.00 ,1,1125,13,10/3/15,1,9/24/15,9/24/15,4,100,10,10,f,f,flexible,f,f,1,1
2 Bedroom  - Near Convention Center,25188,Seamless,7/10/09,f,480,480,t,t,,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,4,2,2,2,Real Bed,299,4,,7700,,,1,$0.00 ,3,365,365,10/3/15,2,3/20/15,5/18/15,2,90,7,9,f,f,super_strict_30,f,t,5,0.3
"[1038]1BR At 460 L Street, Penn Q",25188,Seamless,7/10/09,f,480,480,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,199,3,,4180,,$200.00 ,1,$0.00 ,7,1125,89,10/3/15,1,6/27/15,6/27/15,3,100,8,10,f,f,super_strict_30,f,t,5,0.3
1 Bed Room Apt - Next to Capitol,24113696,Raina,11/24/14,f,1,1,t,t,Capitol Hill,Washington,DC,20001,"Washington, DC",t,Apartment,Shared room,3,1,1,3,Real Bed,89,2,520,,95,$30.00 ,2,$10.00 ,1,1125,275,10/3/15,1,12/25/14,12/25/14,1,,,,f,t,moderate,f,f,1,0.11
Studio apartment in chinatown,45520618,Sasha,10/1/15,f,1,1,t,f,,Washington,DC,20001,"Washington, DC",f,Apartment,Entire home/apt,2,1,0,1,Real Bed,165,3,,,400,$75.00 ,1,$0.00 ,1,1125,365,10/3/15,0,0,0,0,,,,f,f,strict,f,f,1,
[1396-2/3]2BR at Newseum Residences,25188,Seamless,7/10/09,f,480,480,t,t,Downtown/Penn Quarter,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,4,2,2,2,Real Bed,309,4,,8829,,,1,$0.00 ,4,365,365,10/3/15,1,10/19/14,10/19/14,4,80,2,10,f,f,super_strict_30,f,t,5,0.09
Luxury Studio in Heart of DC,42951051,James,8/30/15,f,1,1,t,f,Judiciary Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,115,2,635,2240,,,2,$50.00 ,1,1125,305,10/2/15,0,0,0,0,,,,f,f,strict,f,f,1,
Sunny Studio in the Heart of DC,2061860,Ioanna,4/3/12,f,2,2,t,t,,Washington,DC,20005,"Washington, DC",f,Apartment,Entire home/apt,4,1,1,2,Real Bed,130,2,875,3400,,$25.00 ,2,$10.00 ,1,1125,21,10/2/15,85,9/5/13,9/25/15,4,91,9,9,f,f,strict,f,f,1,3.36
Spacious 1BR apt in heart of DC!,40073825,Nikki,7/30/15,f,1,1,t,f,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Private room,2,2,1,1,Real Bed,95,2,,,,$10.00 ,0,$0.00 ,1,1125,337,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Luxuary apt in downtown DC,14859498,SueJung,4/28/14,f,1,1,t,f,Near Northeast/H Street Corridor,Washington,DC,20001,"Washington, DC",t,Apartment,Shared room,1,1,1,1,Real Bed,50,1,350,1300,95,$15.00 ,0,$0.00 ,2,1125,89,10/2/15,6,8/5/15,9/15/15,4,97,9,9,f,f,moderate,f,f,1,3
Lux Furnished 1BR Newseum Apt.,30283594,Kara,3/30/15,f,190,190,t,t,Judiciary Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,569,6,,6944,,$100.00 ,1,$0.00 ,3,1125,90,10/2/15,0,0,0,0,,,,f,f,strict,f,f,16,
Luxury Sublet in Great Location,2794295,Humaira,7/1/12,f,1,1,t,t,Judiciary Square,Washington,DC,20001,"Washington, DC",t,Apartment,Private room,1,1,1,1,Real Bed,55,2,,1250,,,1,$0.00 ,20,21,365,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Spl. Price Budget bed Union Station,39767027,Piyali,7/27/15,f,3,3,t,t,,Washington,DC,20001,"Washington, DC",f,House,Shared room,2,1.5,1,1,Real Bed,49,1,340,,95,$12.00 ,1,$10.00 ,1,1125,280,10/2/15,3,8/15/15,9/21/15,4,73,7,9,f,t,strict,f,f,3,1.8
Airy Loft In Downtown!,37014,Lara & Alex,9/8/09,f,25,25,t,t,,Washington,DC,20001,"Washington, DC",f,Loft,Entire home/apt,4,1,2,2,Real Bed,250,3,,,500,$115.00 ,1,$0.00 ,3,1125,350,10/2/15,4,7/24/15,9/18/15,4,100,10,10,f,f,strict,f,f,22,1.67
Lux 2BR Newseum Apt on the Mall,9419684,Mike,10/14/13,f,206,206,t,t,Downtown/Penn Quarter,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,5,2,2,3,Real Bed,311,4,,7170,,$100.00 ,1,$0.00 ,3,1125,45,10/2/15,3,10/27/14,5/17/15,2,100,10,10,f,f,moderate,f,t,19,0.26
"Chinatown studio, amazing location",2928498,Daniel,7/13/12,f,1,1,t,f,Judiciary Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,95,2,,,,$25.00 ,0,$0.00 ,2,29,49,10/2/15,35,1/3/14,9/29/15,4,76,8,7,f,f,strict,f,f,1,1.64
Spacious room by Convention Center,60683,Akaysha,12/7/09,f,1,1,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Shared room,1,1,1,2,Real Bed,59,2,351,1235,200,$30.00 ,1,$30.00 ,1,1125,346,10/2/15,1,8/20/15,8/20/15,3,100,10,10,f,t,moderate,f,f,1,0.67
Best Location Luxury 1 BR,16090942,William,5/28/14,f,2,2,t,t,Downtown/Penn Quarter,Washington,DC,20004,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,167,3,1093,4602,575,$104.00 ,1,$0.00 ,5,1125,343,10/2/15,31,7/1/14,8/27/15,3,94,10,9,f,f,strict,f,f,1,2.02
Capitol City Chinatown Getaway,2588970,Alex,6/9/12,f,2,2,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,165,3,700,1900,135,,1,$0.00 ,1,1125,138,10/2/15,0,0,0,0,,,,f,f,flexible,f,f,1,
Master bedroom in NW DC,11559071,Alex,1/22/14,f,4,4,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,House,Private room,3,1.5,1,1,Real Bed,104,2,1100,3100,200,,2,$15.00 ,2,1125,344,10/2/15,11,3/13/14,9/20/15,4,75,9,8,f,f,moderate,f,f,4,0.58
Washington Suite,24689607,Garo,12/10/14,f,17,17,t,t,Judiciary Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,3,Real Bed,159,3,,,,$120.00 ,1,$20.00 ,1,1125,360,10/2/15,0,0,0,0,,,,f,f,strict,f,f,2,
Downtown Luxury Furnished Studio,33431046,Greg,5/15/15,f,1,1,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,190,3,,,,,0,$0.00 ,3,1125,129,10/2/15,13,6/24/15,9/24/15,4,95,10,9,f,t,strict,f,f,1,3.82
Lux 1BR Apt near Logan Circle,9419684,Mike,10/14/13,f,206,206,t,t,,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,2,Real Bed,246,3,,5670,,$100.00 ,1,$0.00 ,3,1125,57,10/2/15,0,0,0,0,,,,f,f,moderate,f,t,19,
Luxury Apt In Heart of DC,2903010,Shiva,7/11/12,f,1,1,t,t,Downtown/Penn Quarter,Washington,DC,20001,"Washington, DC",f,Apartment,Entire home/apt,3,1,1,2,Real Bed,200,3,,,200,$70.00 ,1,$0.00 ,2,1125,305,10/2/15,14,5/17/15,9/30/15,4,98,10,10,f,f,flexible,f,f,1,3
Comfortable Modern Downtown Condo,3136596,Jay,8/2/12,f,1,1,t,t,Downtown/Penn Quarter,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,2,Real Bed,215,3,,,,,2,$20.00 ,1,1125,353,10/2/15,34,9/19/13,9/17/15,4,95,9,9,f,f,strict,f,t,1,1.37
Luxury- Right in the heart of DC,44834480,Vicki,9/22/15,f,1,1,t,f,Judiciary Square,Washington,DC,20001,"Washington, DC",t,Condominium,Entire home/apt,4,2,2,2,Real Bed,450,5,,,450,,1,$0.00 ,1,1125,365,10/2/15,0,0,0,0,,,,f,f,moderate,f,f,1,
Luxury 1 BR Suite Near Logan Circle,30283594,Kara,3/30/15,f,190,190,t,t,Logan Circle,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,234,3,,6324,,$100.00 ,1,$0.00 ,3,1125,365,10/2/15,0,0,0,0,,,,f,f,strict,f,f,16,
Cool bedroom: most cntrl part of DC,11559071,Alex,1/22/14,f,4,4,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,House,Private room,2,1.5,1,1,Real Bed,110,2,920,3000,,$10.00 ,2,$0.00 ,2,1125,345,10/2/15,33,3/7/14,9/21/15,4,91,9,9,f,f,moderate,f,f,4,1.72
Luxury Corporate Apartment in NW DC,41740449,Cathleen,8/17/15,f,1,1,t,f,Near Northeast/H Street Corridor,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,4,2,2,2,Real Bed,225,3,1400,4500,300,,1,$0.00 ,3,30,335,10/2/15,0,0,0,0,,,,f,t,moderate,f,f,1,
[1396-1/2] 1BR - Newseum Residences,25188,Seamless,7/10/09,f,480,480,t,t,,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,249,3,,6969,,,1,$0.00 ,4,365,365,10/2/15,4,9/24/11,3/12/15,2,100,10,10,f,f,super_strict_30,f,t,5,0.08
"Cozy, clean and convenient condo",4475279,Ehsan,12/23/12,f,1,1,t,t,Logan Circle,Washington,DC,20005,"Washington, DC",t,Condominium,Entire home/apt,2,1,1,1,Real Bed,109,2,,,500,$45.00 ,1,$50.00 ,1,1125,60,10/2/15,0,0,0,0,,,,f,f,flexible,t,t,1,
2 Bed/2bath Apt. in Downtown DC,20335354,Pedro,8/20/14,f,1,1,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,4,2,2,2,Real Bed,250,3,1000,,,$70.00 ,1,$0.00 ,3,1125,53,10/3/15,1,8/3/15,8/3/15,3,100,10,10,f,f,moderate,f,f,1,0.48
Large/Comfy 1-BR Loft near Capitol ,2907753,Javier,7/11/12,f,1,1,t,t,,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,1,Real Bed,135,2,,,,,1,$0.00 ,2,1125,182,10/3/15,2,9/1/14,9/27/14,4,100,10,10,f,f,moderate,f,f,1,0.15
Comfortable Home Howard Homecoming,27746397,Kathryn,2/14/15,f,1,1,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Private room,3,2,1,2,Real Bed,87,2,560,,1000,$40.00 ,1,$90.00 ,2,30,357,10/3/15,2,7/6/15,9/8/15,4,80,8,8,f,f,strict,f,f,1,0.67
"""The Executive"" Flat - DC - 442",611958,Bryan,5/22/11,f,5,5,t,f,Judiciary Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,1,Pull-out Sofa,210,3,,,200,$60.00 ,4,$20.00 ,1,90,343,10/3/15,103,6/28/12,9/18/15,4,92,9,10,f,f,strict,f,f,5,2.59
Spacious Home in Downtown DC,4897930,Daniel,1/29/13,f,2,2,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,House,Entire home/apt,10,2,3,6,Real Bed,300,4,,,150,$150.00 ,8,$100.00 ,3,1125,299,10/3/15,5,8/1/15,9/18/15,4,100,10,10,f,t,strict,f,f,2,2.34
[1396-S]Studio At Newseum ,25188,Seamless,7/10/09,f,480,480,t,t,,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,1,Real Bed,189,3,,,,,1,$0.00 ,4,365,343,10/3/15,0,0,0,0,,,,f,f,super_strict_30,f,t,5,
Private Room/Bath Near Convention ,24615645,Chelsea,12/8/14,f,1,1,t,t,Downtown/Penn Quarter,"Washington, D.C.",DC,20001,"Washington, D.C., DC",t,Apartment,Private room,2,1,1,1,Real Bed,120,2,,,,,1,$0.00 ,1,1125,273,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,1,
3 blocks to Convention Ctr DC,19904035,Nesh,8/12/14,f,1,1,t,f,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,3,,2500,,,1,$0.00 ,1,1,285,10/3/15,1,8/16/15,8/16/15,3,100,10,10,f,f,flexible,f,f,1,0.61
One Block from the White House!  ,9054845,BridgeStreet,9/25/13,f,2,2,t,t,Downtown/Penn Quarter,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,2,Real Bed,269,4,1600,5800,,$100.00 ,1,$0.00 ,1,1125,145,10/3/15,6,7/23/14,7/6/15,3,88,9,10,f,f,moderate,f,f,1,0.41
Luxury 1BR Apt in Newseum.,30283594,Kara,3/30/15,f,190,190,t,t,Judiciary Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,569,6,,6944,,$100.00 ,1,$0.00 ,3,1125,365,10/3/15,0,0,0,0,,,,f,f,flexible,f,f,16,
2 bedroom Condo w/private yard,6081168,Katie,4/24/13,f,2,2,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,4,2,2,2,Real Bed,120,2,,,500,$100.00 ,1,$0.00 ,1,1125,305,10/3/15,3,5/25/15,9/19/15,4,93,9,9,f,f,moderate,f,f,2,0.68
Private Bath & Parking in Downtown,24421384,James,12/2/14,t,2,2,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Private room,1,1,1,1,Real Bed,109,2,699,,,,1,$0.00 ,2,5,273,10/3/15,1,8/11/15,8/11/15,3,100,10,10,f,f,moderate,f,f,2,0.56
Fresh & New Apartment in the City!,30231074,Whitney,3/29/15,f,1,1,t,t,Logan Circle,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,150,2,,,,$25.00 ,1,$0.00 ,2,1125,99,10/3/15,4,6/12/15,7/9/15,3,90,10,10,f,f,strict,f,f,1,1.05
Le Petit Coin de L'Enfant,6059772,Jon,4/23/13,f,4,4,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,95,2,650,2500,,$35.00 ,1,$0.00 ,2,1125,323,10/3/15,70,10/2/13,9/4/15,4,81,8,8,f,f,flexible,t,t,4,2.87
Trendy Logan Circle apartment!,27224518,Zaid,2/4/15,f,1,1,t,t,Logan Circle,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,2,Real Bed,119,2,,,,,1,$0.00 ,1,20,2,10/3/15,0,0,0,0,,,,f,f,strict,f,f,1,
"Room in Downtown DC, Walk to Metro",9988881,Sadia & Saleem,11/13/13,f,1,1,t,t,Judiciary Square,Washington,DC,20001,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,97,2,,,,$10.00 ,0,$0.00 ,1,1125,353,10/3/15,2,9/17/15,9/23/15,4,100,10,10,f,f,flexible,f,f,1,2
Union Station/Chinatown/Downtown,5589907,Melecio,3/23/13,f,1,1,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Loft,Private room,2,1,1,1,Pull-out Sofa,99,2,,,,$10.00 ,1,$25.00 ,1,4,84,10/3/15,51,2/20/14,8/27/15,3,94,10,10,f,f,moderate,f,f,1,2.59
"Luxury 1BR, Penthouse, Walk 2 Metro",4737755,Fareed,1/17/13,t,1,1,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,295,4,,,,$65.00 ,2,$0.00 ,1,1125,346,10/3/15,28,7/28/14,7/24/15,3,97,10,10,f,f,strict,f,f,1,1.94
Great DC View - Penthouse Loft,26767877,Rick,1/26/15,f,1,1,t,t,,Washington,DC,20001,"Washington, DC",t,Loft,Entire home/apt,2,1,1,1,Real Bed,149,2,,,150,,1,$15.00 ,2,1125,329,10/3/15,9,5/30/15,9/24/15,4,96,9,9,f,f,flexible,f,f,1,2.13
Brand New Apt in the NOMA district,4584861,Arafat,1/4/13,f,1,1,t,t,,Washington,DC,20001,"Washington, DC",f,Apartment,Private room,2,1,1,1,Real Bed,110,2,450,,,$10.00 ,1,$0.00 ,1,1125,330,10/3/15,10,7/6/15,9/28/15,4,92,9,10,f,t,flexible,f,f,1,3.33
City Center Convenience Near Metro!,44533866,Harvey,9/18/15,f,1,1,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,5,1,2,3,Real Bed,180,3,1071,3780,,,1,$0.00 ,2,366,335,10/3/15,1,9/24/15,9/24/15,4,100,10,10,f,f,flexible,f,f,1,1
Cozy studio Capitol/Union/Gtown Law,41476654,Shella And Gladys,8/14/15,f,1,1,t,t,Capitol Hill,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,2,1,0,2,Real Bed,150,2,,,,$75.00 ,2,$80.00 ,3,1125,169,10/3/15,3,8/18/15,9/27/15,4,80,9,10,f,f,moderate,f,f,1,1.91
Fresh Fun Walk to Convention Center,8008783,Cliff,8/7/13,f,30,30,t,t,Downtown/Penn Quarter,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,6,1,0,3,Real Bed,150,2,,,,$129.00 ,1,$0.00 ,3,100000,334,10/3/15,24,9/3/13,9/21/15,4,86,9,9,f,f,strict,f,f,27,0.95
Huge Unit Near Everything!,23974493,Greg,11/20/14,t,1,1,t,t,Judiciary Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,5,2.5,2,2,Real Bed,155,3,950,4500,99,$90.00 ,4,$15.00 ,2,1125,0,10/3/15,23,2/23/15,8/8/15,3,99,10,10,f,f,moderate,f,f,1,3.09
Downtown Spacious BR /Private Bath,56646,Serge,11/22/09,t,1,1,t,t,Downtown/Penn Quarter,Washington,DC,20001,"Washington, DC",t,Apartment,Private room,3,1,1,2,Real Bed,85,2,,2300,150,,1,$12.00 ,3,30,209,10/3/15,338,2/3/10,9/22/15,4,97,10,10,f,f,strict,t,t,1,4.9
"BEAUTIFUL ONE BEDROOM, DOWNTOWN DC",7728287,Megan,7/25/13,f,1,1,t,t,Logan Circle,Washington,DC,20005,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,2,,,,,1,$0.00 ,1,1125,302,10/3/15,4,5/26/15,7/6/15,3,85,10,9,f,f,flexible,f,f,1,0.92
Great Apt in Great DC Neighborhood,16100964,Linda,5/28/14,f,1,1,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,120,2,700,,,$50.00 ,1,$0.00 ,1,1125,14,10/3/15,3,8/11/15,9/13/15,4,93,10,9,f,f,flexible,f,f,1,1.67
Comfy 1 BR Steps from Chinatown,15235972,Sarah,5/7/14,f,1,1,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Private room,2,1,1,1,Real Bed,90,2,,,,$10.00 ,2,$65.00 ,2,1125,348,10/3/15,12,6/19/15,9/20/15,4,97,9,9,f,f,moderate,f,f,1,3.36
Modern Downtown 1 BR with Amenities,13205161,Ben,3/16/14,f,1,1,t,f,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,2,1,1,2,Real Bed,149,2,925,2600,,,1,$0.00 ,1,1125,255,10/3/15,47,4/25/14,9/20/15,4,98,10,10,f,f,flexible,f,f,1,2.68
Lux Furnished 1BR Newseum Apt,30283594,Kara,3/30/15,f,190,190,t,t,Judiciary Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,3,1,1,1,Real Bed,569,6,,6944,,$100.00 ,1,$0.00 ,3,1125,90,10/3/15,0,0,0,0,,,,f,f,strict,f,f,16,
1 Bedroom Delight in Chinatown!,29508596,Tapan,3/17/15,f,1,1,t,f,Judiciary Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,1,Real Bed,180,3,,,,$50.00 ,1,$0.00 ,1,1125,284,10/3/15,6,4/13/15,9/15/15,4,97,10,10,f,f,moderate,f,f,1,1.03
Spacious bedroom in Foggy Bottom!,21140917,Isabella,9/9/14,f,1,1,t,f,West End,Washington,DC,20037,"Washington, DC",t,Apartment,Shared room,1,1,1,1,Real Bed,55,2,300,1200,,$15.00 ,1,$0.00 ,1,14,84,10/3/15,1,7/10/15,7/10/15,3,100,10,10,f,f,flexible,f,f,1,0.35
"By Chinatwn,Convntn,Vrizn Cntr,Mall",1743511,Tarek,2/13/12,f,6,6,t,t,Mount Vernon Square,Washington,DC,20001,"Washington, DC",t,Apartment,Entire home/apt,4,1,1,1,Real Bed,229,3,1275,3595,,$50.00 ,3,$50.00 ,2,720,323,10/3/15,29,6/22/14,7/19/15,3,92,9,9,f,f,moderate,f,f,1,1.86
