name,host_id,host_name,host_since,property_type,price,price_range,room_type,number_of_reviews,smart_location,zipcode,host_identity_verified,host_is_superhost,neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,is_location_exact,accommodates,bathrooms,bedrooms,beds,weekly_price,monthly_price,security_deposit,guests_included,minimum_nights,maximum_nights,availability_365,first_review,last_review,Seasons,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,city,state,bed_type,cleaning_fee,extra_people,calendar_last_scraped
Cozy BR in a grand victorian,21569885,Dan,9/20/14,8,64,2,2,46,14,20009,0,1,26,1,1,1,0,2,1.5,1,1,0,0,95,1,1,7,143,12/19/14,9/30/15,4,93,9,9,1,2,0,0,1,4.78,Washington,DC,Real Bed,24,0,10/3/15
Mt. Pleasant Hideaway,6532932,Dan,5/23/13,1,104,2,1,2,14,20010,1,1,67,1,1,1,0,4,1,1,1,0,0,0,1,1,1125,363,9/1/15,9/16/15,4,100,10,10,1,1,0,0,1,1.82,Washington,DC,Real Bed,0,0,10/3/15
Fabulous furnished bedroom on U St!,3768,Donna,10/22/08,1,95,2,2,0,14,20009,0,1,96,3,3,1,0,1,1,1,1,650,2600,95,1,7,14,365,0,0,0,0,0,0,1,1,0,0,3,0,Washington,DC,Real Bed,0,0,10/3/15
English Basement With Yard,38481092,Erik,7/14/15,1,109,2,1,5,14,20010,1,1,67,1,1,1,0,4,1,0,1,779,2751,0,1,2,1125,361,7/19/15,8/14/15,3,92,9,10,0,1,0,0,1,1.95,Washington,DC,Real Bed,0,0,10/3/15
Studio in heart of Columbia Heights,8234652,Alexandra,8/18/13,1,95,2,1,2,14,20010,0,1,26,1,1,1,0,2,1,0,2,600,0,0,1,1,7,326,5/7/15,5/17/15,2,100,10,10,1,1,0,0,1,0.4,Washington,DC,Real Bed,15,15,10/3/15
Spacious 2BR Mt Pleasant Apartment,866540,Holley,7/25/11,1,195,3,1,12,14,20010,0,1,67,1,1,1,0,4,1,2,2,0,0,0,1,1,1125,356,5/15/15,9/30/15,4,93,9,9,1,2,0,0,1,2.54,Washington,DC,Real Bed,15,0,10/3/15
Private room & bath / 14th & U area,10913329,Jason,12/30/13,1,99,2,2,55,14,20009,0,0,26,1,1,1,0,2,1,1,1,0,0,0,1,1,1125,353,8/4/14,9/26/15,4,99,10,10,1,3,0,0,1,3.87,Washington,DC,Real Bed,0,0,10/3/15
Sunny Updated Studio near the Park!,9132832,Kyle,9/30/13,1,70,2,1,2,14,20009,1,1,26,1,1,1,0,2,1,0,1,350,0,250,1,5,17,273,7/2/15,7/17/15,3,80,10,8,1,2,0,0,1,0.64,Washington,DC,Real Bed,60,0,10/3/15
Luxury 2BR/2BA NW DC Adams Morgan,3574033,Grace,9/15/12,1,249,3,1,13,14,20009,1,1,67,9,9,1,0,5,2,2,2,1499,5189,500,1,3,365,335,2/28/13,8/31/15,3,95,10,10,1,3,0,0,6,0.41,Washington,DC,Real Bed,200,0,10/3/15
Little Loft in the Big City,9907373,Gwynne,11/9/13,1,111,2,2,7,14,20010,0,1,77,1,1,1,0,1,1,1,1,0,0,0,1,1,1125,361,3/31/15,7/31/15,3,97,9,8,1,1,0,0,1,1.12,Washington,DC,Real Bed,0,0,10/3/15
Lovely Basement 1 bdr Apartment,315148,John,12/10/10,1,65,2,1,1,14,20010,0,1,26,19,19,1,0,2,1,1,1,599,1740,0,0,7,365,365,3/20/14,3/20/14,2,0,0,0,1,3,0,0,11,0.05,Washington,DC,Real Bed,20,40,10/3/15
Luxurious Condo in Columbia heights,10652965,Taja,12/16/13,1,395,5,1,67,14,20010,0,1,26,1,1,1,0,6,3.5,3,4,2350,9000,400,5,2,1125,324,1/13/14,8/24/15,3,85,9,8,0,3,0,0,1,3.2,Washington,DC,Real Bed,125,50,10/2/15
Cozy English Basement,40372017,Jillian,8/3/15,1,65,2,1,1,14,20010,1,1,77,1,1,1,0,2,1,2,2,400,0,0,1,1,1125,34,8/8/15,8/8/15,3,80,10,10,1,1,0,0,1,0.53,Washington,DC,Real Bed,0,0,10/2/15
Spacious 1BR Apt 14th Street,11727143,Justin,1/28/14,1,126,2,1,4,14,20009,0,1,26,1,1,1,0,3,1,1,1,800,0,0,1,2,1125,33,7/5/15,9/7/15,4,95,10,10,1,1,0,0,1,1.32,Washington,DC,Real Bed,60,0,10/2/15
Large Private Room Columbia Height,44368976,Ruben,9/16/15,11,90,2,2,1,14,20009,0,1,26,1,1,1,0,1,1,1,1,540,2340,0,1,1,1125,294,9/21/15,9/21/15,4,100,10,8,1,1,0,0,1,1,Washington,DC,Real Bed,15,0,10/2/15
Cozy 1 bedroom Apt. Ust corridor,10513195,Cherrelle,12/8/13,1,120,2,1,15,14,20009,1,1,26,1,1,1,0,2,1,1,1,750,2700,150,1,10,30,60,1/21/14,8/2/14,3,95,10,10,1,1,0,0,1,0.72,Washington,DC,Real Bed,0,15,10/2/15
Best row-house in Columbia Heights!,23824019,Mariana,11/16/14,1,70,2,2,0,14,20010,0,1,26,1,1,1,0,2,1,1,1,700,0,0,4,2,1125,266,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,20,15,10/2/15
"Child Friendly, Trendy Neighborhood",27617689,Thaddeus,2/11/15,8,126,2,1,3,14,20010,0,1,26,1,1,1,0,6,1.5,3,4,0,0,2500,1,1,1125,57,8/12/15,8/22/15,3,93,10,9,1,2,0,0,1,1.7,Washington,DC,Real Bed,120,0,10/2/15
Cozy Room Close to Metro!,19227349,Lee Ann,7/31/14,6,65,2,2,4,14,20009,0,1,26,1,1,1,0,2,1,1,1,0,0,0,1,1,5,38,9/1/15,10/1/15,4,100,10,10,1,1,0,0,1,3.64,Washington,DC,Real Bed,0,0,10/2/15
Great 2 bdrm! 3 blks from metro,25134296,Frances And Cooper,12/23/14,1,139,2,1,5,14,20009,0,1,26,1,1,1,0,3,2.5,2,1,0,0,0,1,2,1125,244,3/13/15,6/17/15,3,100,10,9,1,3,0,0,1,0.73,Washington,DC,Real Bed,75,0,10/2/15
Private Room - Middle of the NW!,36645937,Diane,6/24/15,1,80,2,2,0,14,20011,0,1,78,1,1,1,0,2,1,1,2,0,0,0,1,1,1125,68,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Mauve Room-Otis Place BNB,6177086,Larry Ray,5/1/13,2,115,2,2,0,14,20010,0,1,26,5,5,1,0,2,1,1,1,0,0,0,1,1,1125,365,0,0,0,0,0,0,1,1,0,0,3,0,Washington,DC,Real Bed,0,0,10/2/15
Vintage CHeights Rowhouse! Sleeps 5,36812494,Edward,6/26/15,1,120,2,1,7,14,20009,0,1,26,1,1,1,0,5,1,1,3,680,2400,300,2,2,1125,330,7/20/15,9/25/15,4,95,9,9,0,2,0,0,1,2.76,Washington,DC,Real Bed,50,10,10/2/15
Finally! Private space - cool place,3219243,Kenneth,8/10/12,8,89,2,2,0,14,20001,1,1,77,1,1,1,0,2,1,1,1,600,0,0,1,1,1125,357,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,25,0,10/2/15
Sunny Private Room - Ideal Location,1512964,Maria,12/17/11,1,80,2,2,30,14,20010,0,1,26,1,1,1,0,2,1,1,1,500,1815,0,2,2,1125,346,10/8/14,9/21/15,4,96,10,9,1,2,0,0,1,2.49,Washington,DC,Real Bed,30,0,10/2/15
3BR Boutique Loft+ Rooftop,15830506,Lize & Greg,5/21/14,1,300,4,1,22,14,20010,0,1,26,26,26,1,0,8,2,3,6,2000,8000,100,8,1,1125,313,6/7/15,9/24/15,4,96,10,10,1,3,0,0,18,5.55,Washington,DC,Real Bed,150,50,10/2/15
"Master BR (free breakfast, parking)",2639916,Georg,6/14/12,8,105,2,2,16,14,20010,0,1,77,3,3,1,0,2,1,1,1,650,2600,250,2,2,30,335,9/30/13,9/17/15,4,94,9,10,1,3,0,0,3,0.65,Washington,DC,Real Bed,60,0,10/2/15
Modern Apartment in Great Location,16054388,Carlos,5/27/14,1,115,2,1,0,14,20009,1,1,96,1,1,1,0,4,1,1,2,900,0,0,2,3,1125,365,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,100,20,10/2/15
Cute & Cozy 1BD in the heart of DC,2884674,Alexandria,7/9/12,1,140,2,1,4,14,20009,0,1,26,2,2,1,0,3,1,1,1,800,2700,200,1,1,1125,143,11/14/14,2/23/15,1,100,10,10,1,3,0,0,2,0.37,Washington,DC,Real Bed,75,0,10/3/15
Beautiful private room by Metro,2960961,Conor,7/16/12,8,50,1,2,8,14,20010,0,1,77,1,1,1,0,2,1,1,1,350,0,0,1,1,1125,264,12/22/14,1/15/15,1,83,8,8,1,1,0,0,1,0.84,Washington,DC,Real Bed,0,0,10/3/15
Mt. Pleasant Carriage House - NW DC,27696,Leslie & Joe,7/26/09,8,140,2,1,19,14,20010,0,1,67,5,5,1,0,2,1,1,1,882,2050,200,2,3,730,315,4/15/13,9/12/15,4,94,9,9,1,3,0,1,5,0.63,Washington,DC,Real Bed,0,25,10/3/15
Quiet place U Street/ Col Hi,7086859,Brandon,6/24/13,1,110,2,2,10,14,20009,0,1,26,2,2,1,0,2,1,1,1,650,2200,0,1,1,365,331,8/4/14,9/8/15,4,100,10,10,1,3,0,0,2,0.7,Washington,DC,Real Bed,30,0,10/3/15
Spacious Room In The Heart of DC,21496282,Alex,9/18/14,1,85,2,2,0,14,20009,1,1,26,1,1,1,0,2,1,1,1,400,1350,0,1,7,1125,148,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Spacious basement studio,33880646,Pete,5/21/15,2,110,2,1,1,14,20010,1,1,26,1,1,1,0,2,1.5,0,1,600,0,0,1,1,1125,108,6/15/15,6/15/15,3,80,10,10,1,1,0,0,1,0.27,Washington,DC,Pull-out Sofa,0,0,10/2/15
Bright 1 BR DC Condo,11839900,Sarah,2/1/14,1,125,2,1,0,14,20010,0,1,26,1,1,1,0,2,1,1,1,0,0,0,1,1,7,352,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,50,0,10/2/15
Large Master bedroom private bath,25107978,Mariana,12/22/14,8,95,2,2,0,14,20001,1,1,80,2,2,1,0,2,1,1,1,0,0,0,1,1,1125,30,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Wonderfulness in historic rowhome,35004,Ati,8/30/09,1,99,2,1,77,14,20009,0,1,26,3,3,1,0,3,1,1,1,650,2450,0,2,2,1125,354,12/7/13,9/28/15,4,85,10,9,1,2,0,0,3,3.47,Washington,DC,Real Bed,75,10,10/2/15
Modern:Bright:CoHi 1BD + SofaBed,1323447,Chris,10/22/11,1,129,2,1,10,14,20010,0,1,26,1,1,1,0,3,1,1,1,0,0,250,2,2,1125,6,4/23/15,9/18/15,4,92,9,10,1,2,0,0,1,1.83,Washington,DC,Real Bed,29,10,10/2/15
"Sunny BR, Private Bath in NW DC",13275854,Seamus,3/18/14,8,65,2,2,0,14,20010,0,1,67,5,5,1,0,2,1,1,1,380,1500,0,1,1,1125,348,0,0,0,0,0,0,1,1,0,0,5,0,Washington,DC,Real Bed,25,5,10/2/15
"Huge windows, balcony, park view!",21167254,Michael,9/10/14,1,115,2,1,0,14,20009,0,1,96,1,1,1,0,2,1,1,1,0,0,0,1,2,1125,105,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,30,0,10/2/15
Modern 1B by Columbia Heights Metro,23612892,Alex,11/11/14,1,149,2,1,33,14,20010,0,1,26,1,1,1,0,4,1,3,2,850,3000,0,1,1,1125,131,1/19/15,9/2/15,4,88,9,8,0,3,0,0,1,3.84,Washington,DC,Real Bed,30,0,10/2/15
House on the Hill - The Kennedy,18715163,Thomas,7/23/14,2,135,2,2,2,14,20001,0,0,80,5,5,1,0,2,1.5,1,1,740,2800,100,2,2,14,360,10/2/14,1/14/15,1,100,10,10,0,3,0,0,5,0.16,Washington,DC,Real Bed,20,50,10/2/15
"Classic scandinavian, kid haven",9260186,Maj,10/6/13,8,325,4,1,23,14,20010,0,0,67,1,1,1,0,8,1.5,4,4,1950,7000,1000,1,2,1125,7,12/22/13,8/14/15,3,98,10,10,1,3,0,0,1,1.06,Washington,DC,Real Bed,120,0,10/2/15
GREAT APARTMENT! MERIDIAN PARK 15TH,4102022,Alexandra,11/9/12,1,100,2,1,0,14,20009,1,1,26,1,1,1,0,2,1,0,1,0,2290,150,1,2,1125,349,0,0,0,0,0,0,1,3,0,0,1,0,Washington,DC,Real Bed,60,0,10/2/15
Sunny 2BD with Huge Balcony,20369380,Lauren,8/21/14,1,79,2,2,3,14,20010,1,1,26,1,1,1,0,2,1,1,1,0,0,0,1,1,1125,114,5/25/15,6/24/15,3,80,9,7,1,1,0,0,1,0.68,Washington,DC,Real Bed,0,0,10/2/15
Eclectic loft in hip neighborhood,1505315,Joseph,12/14/11,1,95,2,2,3,14,20010,1,1,77,1,1,1,0,2,1,1,1,700,2000,0,1,2,30,349,4/22/15,9/21/15,4,80,10,10,1,2,0,0,1,0.55,Washington,DC,Real Bed,0,25,10/3/15
Look into the sky!,44022959,Chloe,9/12/15,1,375,5,1,0,14,20009,0,1,26,1,1,1,0,7,2,2,3,1900,4900,350,3,3,1125,89,0,0,0,0,0,0,1,2,0,0,1,0,Washington,DC,Real Bed,60,25,10/3/15
Private Basement & Bath w/ Queen bd,4717019,Dean,1/15/13,8,75,2,2,76,14,20001,0,1,77,1,1,1,0,2,2.5,1,1,0,0,0,1,2,7,332,5/21/14,10/1/15,4,93,9,9,1,1,0,0,1,4.55,Washington,DC,Real Bed,0,0,10/3/15
Great 1BR convenient to everything!,7762489,Mike,7/27/13,1,114,2,1,1,14,20009,0,1,26,1,1,1,0,4,1,1,2,720,2400,250,1,1,1125,349,7/30/15,7/30/15,3,80,8,10,1,1,0,0,1,0.45,Washington,DC,Real Bed,35,0,10/3/15
Beautiful 1BD three blocks to metro,17380232,Lindsay,6/28/14,1,115,2,1,3,14,20009,0,1,26,1,1,1,0,2,1,1,1,725,0,200,2,2,1125,81,8/7/15,9/21/15,4,100,10,10,1,2,0,0,1,1.55,Washington,DC,Real Bed,25,50,10/3/15
Walking distance from Pope visit,43820430,James,9/9/15,8,2000,6,1,0,14,20010,1,1,77,1,1,1,0,6,2,3,6,0,0,0,1,1,3,0,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
DC House opposite woods,6932915,Hester,6/15/13,8,200,3,1,2,14,20010,1,1,67,1,1,1,0,4,1.5,2,2,1100,0,200,2,2,1125,348,7/24/13,9/15/13,4,80,10,8,1,1,0,0,1,0.07,Washington,DC,Real Bed,90,100,10/3/15
ColumbiaHeights/Petworth Row Home,4539831,Donny,12/31/12,8,89,2,2,8,14,20010,0,1,77,1,1,1,0,1,1,1,1,499,950,0,1,1,90,304,4/1/13,7/12/15,3,100,10,10,1,3,1,1,1,0.26,Washington,DC,Real Bed,0,0,10/3/15
Rare Penthouse Condo U St Corridor,41922788,Paul,8/19/15,6,150,2,1,0,14,20009,1,1,26,1,1,1,0,6,2,2,2,1100,4500,0,4,2,1125,365,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,100,50,10/3/15
"Townhouse in central Washington, DC",12515938,Nico,2/23/14,8,150,2,1,1,14,20010,1,1,26,1,1,1,0,4,2.5,3,2,0,0,200,2,4,1125,266,8/3/14,8/3/14,3,100,10,10,1,2,0,0,1,0.07,Washington,DC,Real Bed,70,25,10/3/15
Bright 1BD in Columbia Heights area,658301,Jennifer,6/2/11,1,85,2,1,7,14,20010,0,1,67,1,1,1,0,3,1,1,1,0,0,100,1,2,1125,279,11/20/14,7/30/15,3,97,10,9,1,2,0,0,1,0.66,Washington,DC,Real Bed,0,0,10/2/15
Lovely 2BR Condo w/96 Walkscore!,15830506,Lize & Greg,5/21/14,1,175,3,1,11,14,20010,0,1,26,26,26,1,0,6,1,2,5,1200,4800,100,6,1,1125,149,5/18/15,9/19/15,4,93,9,10,1,3,0,0,18,2.37,Washington,DC,Real Bed,100,50,10/2/15
Stylish bedroom in 2 bedroom Apt,5733999,Fadi,4/2/13,1,70,2,2,122,14,20010,0,1,26,2,2,1,0,3,1,1,2,0,0,0,1,2,1125,339,5/6/13,9/27/15,4,94,10,10,1,2,0,0,2,4.15,Washington,DC,Real Bed,10,25,10/2/15
Classic English Apt in Columbia Hts,34193611,Herman,5/25/15,1,99,2,1,22,14,20009,0,0,26,1,1,1,0,4,1,1,2,825,3200,150,2,1,30,187,6/3/15,9/30/15,4,99,10,10,1,2,0,0,1,5.37,Washington,DC,Real Bed,35,25,10/2/15
Brand New Apt in Historic Row House,17916157,Audrey,7/10/14,1,125,2,1,49,14,20010,1,0,26,1,1,1,0,5,2,2,2,1299,4299,300,4,2,60,248,10/24/14,10/1/15,4,96,10,10,0,3,0,0,1,4.26,Washington,DC,Real Bed,75,50,10/2/15
Spacious Room Near Metro B,32578081,Abby,5/4/15,1,49,1,2,3,14,20010,0,1,26,3,3,1,0,2,1,1,1,335,990,0,1,1,180,176,5/16/15,9/29/15,4,73,7,7,1,3,0,0,2,0.64,Washington,DC,Real Bed,0,20,10/2/15
Brookland Studio ~ Just Renovated!,37014,Lara & Alex,9/8/09,1,79,2,1,5,14,20017,0,1,13,25,25,1,0,5,1,1,2,0,0,350,1,3,1125,350,7/9/15,9/21/15,4,92,10,10,1,1,0,0,22,1.72,Washington,DC,Real Bed,85,0,10/2/15
Apt w/ Parking & Laundry Near Metro,23415873,Elizabeth,11/6/14,8,99,2,1,46,14,20017,0,1,13,1,1,1,0,2,1,0,1,630,2300,200,2,2,1125,49,12/22/14,9/18/15,4,95,9,10,1,3,0,0,1,4.83,Washington,DC,Real Bed,30,0,10/2/15
Nature in the City,38292436,Candace,7/12/15,8,70,2,2,0,14,20017,0,1,13,1,1,1,0,2,1,1,1,0,0,0,1,1,1125,365,0,0,0,0,0,0,1,3,0,0,1,0,Washington,DC,Real Bed,0,10,10/3/15
Cozy Historic DC Apartment,21181328,Melanie,9/10/14,1,99,2,1,45,14,20018,0,1,59,1,1,1,0,3,1,0,1,0,0,0,1,2,14,301,12/23/14,9/15/15,4,92,10,10,1,2,0,0,1,4.74,Washington,DC,Real Bed,25,0,10/3/15
Spacious and Sunny in the City,17150217,Katie,6/23/14,1,119,2,1,78,14,20018,0,0,59,1,1,1,0,5,1,2,3,799,0,0,4,2,21,334,7/17/14,9/24/15,4,97,10,10,1,2,0,0,1,5.27,Washington,DC,Real Bed,50,25,10/2/15
Brookland Artsy Studio~Walk 2 Metro,37014,Lara & Alex,9/8/09,1,100,2,1,20,14,20017,0,1,13,25,25,1,0,6,1,1,2,0,0,250,1,3,1125,340,9/11/13,9/25/15,4,84,9,9,1,3,0,0,22,0.8,Washington,DC,Real Bed,75,0,10/3/15
Walk to Papal Mass,22714344,Jennifer,10/19/14,8,1400,6,1,0,14,20018,0,1,13,1,1,1,0,6,3.5,3,3,0,0,1000,6,2,5,0,0,0,0,0,0,0,1,3,0,0,1,0,Washington,DC,Real Bed,200,100,10/3/15
Luxury 2BR/1BA Sleeps6- $175/Night,14134122,Fariba,4/10/14,1,175,3,1,0,14,20017,1,1,13,4,4,1,0,6,1,2,3,1125,3200,300,4,4,365,365,0,0,0,0,0,0,1,3,0,0,3,0,Washington,DC,Real Bed,150,25,10/3/15
Cutie on Quincy-Entire Home,906927,Kristen,8/2/11,8,220,3,1,6,14,20018,0,1,102,3,3,1,0,8,2.5,3,4,0,0,0,6,1,1125,66,12/1/14,7/27/15,3,92,9,10,1,1,0,0,3,0.59,Washington,DC,Real Bed,40,0,10/3/15
Room in homey Brookland bungalow,10177432,Emily,11/21/13,8,60,2,2,0,14,20017,1,1,13,1,1,1,0,1,1,1,1,350,1200,0,1,1,1125,358,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
English Basement near Metro and CUA,14631970,Lisa,4/23/14,1,91,2,1,19,14,20017,0,0,13,1,1,1,0,3,1,0,1,0,0,200,1,2,1125,48,5/14/15,9/28/15,4,96,10,10,1,2,0,0,1,3.99,Washington,DC,Real Bed,40,0,10/2/15
"New and Bright in Brookland, DC",16897313,Christian,6/17/14,1,160,3,1,0,14,20017,0,1,13,2,2,1,0,4,1,2,2,800,0,0,4,1,1125,336,0,0,0,0,0,0,1,2,0,0,2,0,Washington,DC,Real Bed,25,30,10/2/15
"Bright and new in Brookland, DC",16897313,Christian,6/17/14,1,110,2,1,0,14,20017,0,1,13,2,2,1,0,2,1,1,1,600,0,0,2,1,1125,357,0,0,0,0,0,0,1,2,0,0,2,0,Washington,DC,Real Bed,25,30,10/2/15
Basement Apt In Brookland Bungalow,12923983,Marco,3/8/14,1,75,2,1,29,14,20017,0,0,13,1,1,1,0,3,1,1,2,400,1350,200,3,2,1125,102,4/2/14,9/28/15,4,97,10,10,1,3,0,0,1,1.58,Washington,DC,Real Bed,25,10,10/2/15
Relaxing Spot with Free Parking,6960917,Linda,6/17/13,8,65,2,2,18,14,20017,0,1,13,1,1,1,0,2,1,1,1,0,0,0,1,2,1125,33,6/24/15,9/18/15,4,99,10,10,1,3,0,0,1,5.29,Washington,DC,Real Bed,20,10,10/2/15
peaceful room near CUA Shrine,42838020,Maria,8/29/15,8,500,5,2,0,14,20018,1,1,13,1,1,1,0,2,1.5,1,1,0,0,0,1,1,3,0,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
"Modern, Chic 1BR Luxury Condo",145701,Kenya,6/16/10,1,100,2,1,5,14,20018,0,1,11,1,1,1,0,2,1,1,1,700,2500,0,2,2,1125,63,7/26/15,8/29/15,3,92,10,8,1,2,0,0,1,2.14,Washington,DC,Real Bed,25,10,10/2/15
Victorian Retreat 2 Blocks to Metro,33313857,Timothy,5/13/15,2,79,2,2,5,14,20017,1,1,13,3,3,1,0,2,1,1,1,300,1100,0,1,1,1125,302,7/27/15,8/23/15,3,96,10,9,1,1,0,0,3,2.17,Washington,DC,Real Bed,0,0,10/2/15
1 Furnished Bedroom,40156163,Francelle,7/31/15,8,80,2,2,0,14,20018,1,1,13,1,1,1,0,1,1.5,1,1,0,0,0,1,1,1125,324,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/2/15
Beautiful Room in Updated Townhome,1187360,Elisa,9/20/11,11,55,2,2,0,14,20018,0,1,11,2,2,1,0,2,1.5,1,1,335,1100,0,1,2,1125,319,0,0,0,0,0,0,1,1,0,0,2,0,Washington,DC,Real Bed,0,20,10/2/15
Comfy Room in Renovated DC Rowhouse,3331633,Joe,8/21/12,8,65,2,2,25,14,20018,0,1,11,4,4,1,0,2,1,1,1,0,0,0,1,2,1125,354,4/12/15,9/28/15,4,93,10,9,1,2,0,0,4,4.29,Washington,DC,Real Bed,0,25,10/2/15
Brookland Apartment -,40315715,Jen,8/2/15,8,70,2,1,2,14,20018,0,1,13,1,1,1,0,3,1,1,2,620,1850,0,3,1,1125,150,8/7/15,8/11/15,3,90,10,10,1,1,0,0,1,1.03,Washington,DC,Real Bed,25,20,10/2/15
Pope within walking distance! (CH),43292383,Troy,9/3/15,8,185,3,2,0,14,20018,1,1,13,3,3,1,0,2,1,1,1,1000,3000,0,1,1,1125,3,0,0,0,0,0,0,1,1,0,0,3,0,Washington,DC,Real Bed,0,0,10/2/15
"Quiet, Updated DC Rowhouse",3152042,Rachel,8/3/12,1,75,2,1,0,14,20018,0,1,11,1,1,1,0,2,1,1,1,350,1400,0,1,2,1125,153,0,0,0,0,0,0,1,2,0,0,1,0,Washington,DC,Real Bed,50,0,10/2/15
1 bdrm blks from ECHOSTAGE/RI metro,7737475,Amaya,7/26/13,8,85,2,2,3,14,20018,0,1,11,3,3,1,0,2,2,1,2,0,1250,95,1,1,1125,293,9/16/14,2/24/15,1,93,9,10,0,3,0,0,2,0.23,Washington,DC,Real Bed,20,30,10/2/15
"3 bedrooms,1 block to redline Metro",3485360,Thomas & Nak,9/5/12,8,130,2,1,41,14,20018,0,1,13,3,3,1,0,6,1,3,3,800,3000,400,3,2,365,297,9/19/14,9/22/15,4,91,10,10,1,3,0,0,3,3.24,Washington,DC,Real Bed,90,30,10/2/15
"Charming home, Brookland/Catholic U",9421169,Odette + Matt,10/14/13,8,84,2,2,7,14,20017,0,1,13,1,1,1,0,2,1,1,1,519,0,0,1,2,14,0,8/8/14,4/17/15,2,100,9,9,1,2,0,0,1,0.5,Washington,DC,Real Bed,0,10,10/2/15
Cozy room in updated townhome,1187360,Elisa,9/20/11,8,45,1,2,1,14,20018,0,1,11,2,2,1,0,2,1.5,1,1,321,1000,0,1,2,1125,310,9/21/15,9/21/15,4,100,10,10,1,1,0,0,2,1,Washington,DC,Real Bed,0,20,10/2/15
Metro DC 'Sanctuary' ~ FREE parking,37014,Lara & Alex,9/8/09,8,203,3,1,105,14,20017,0,1,59,25,25,1,0,9,2.5,4,6,0,0,500,6,3,365,314,10/15/09,9/27/15,4,96,10,10,1,3,0,0,22,1.44,Washington,DC,Real Bed,140,25,10/2/15
2 BD Row House in NE DC,6040794,Paige And Sebastien,4/22/13,11,160,3,1,1,14,20018,0,1,11,2,2,1,0,6,2,2,2,800,0,0,4,3,14,254,8/5/14,8/5/14,3,80,10,10,1,3,0,0,2,0.07,Washington,DC,Real Bed,30,15,10/2/15
Pope within walking distance! (MAG),43292383,Troy,9/3/15,8,120,2,2,0,14,20018,1,1,13,3,3,1,0,2,1,1,2,0,0,0,1,1,1125,3,0,0,0,0,0,0,1,1,0,0,3,0,Washington,DC,Real Bed,0,0,10/2/15
gated beautiful town house,45072486,Mahedere,9/25/15,11,250,3,1,0,14,20011,1,1,11,1,1,1,0,6,3,6,6,0,7500,500,1,6,12,365,0,0,0,0,0,0,1,1,0,0,1,0,Washington,DC,Real Bed,0,0,10/3/15
Master Bedroom in Solar Home,3331633,Joe,8/21/12,8,80,2,2,0,14,20018,0,1,11,4,4,1,0,2,1.5,1,1,0,0,0,1,3,1125,365,0,0,0,0,0,0,1,1,0,0,4,0,Washington,DC,Real Bed,0,35,10/3/15
Lovely room in cheerful DC house,22770973,Tighe,10/20/14,8,60,2,2,54,14,20018,1,1,13,1,1,1,0,2,1,1,2,400,1200,0,1,2,1125,340,11/14/14,9/28/15,4,90,9,9,1,3,0,0,1,5,Washington,DC,Real Bed,0,0,10/3/15
Renovated DC Home with Parking,3331633,Joe,8/21/12,8,229,3,1,9,14,20018,0,1,11,4,4,1,0,6,1.5,3,3,1299,3899,0,4,2,15,96,5/25/15,9/21/15,4,84,10,7,1,2,0,0,4,2.05,Washington,DC,Real Bed,25,25,10/3/15
Lush & quiet & 2.5 blocks to Metro!,419492,Brian,3/2/11,8,67,2,2,18,14,20017,0,1,13,4,4,1,0,2,1.5,1,1,0,0,0,1,2,14,19,6/7/15,8/28/15,3,92,10,10,1,2,0,0,1,4.54,Washington,DC,Real Bed,0,0,10/3/15
POPE'S PALACE,7737475,Amaya,7/26/13,1,115,2,1,1,14,20018,0,1,11,3,3,1,0,2,1,0,1,0,2000,100,1,1,365,364,3/1/15,3/1/15,2,60,8,10,0,3,0,0,2,0.14,Washington,DC,Real Bed,50,50,10/3/15
"Great Guest Suite in DC, near metro",43018017,Natacha,8/31/15,8,80,2,1,1,14,20017,0,1,13,1,1,1,0,4,1,1,2,525,1200,0,2,1,1125,347,9/13/15,9/13/15,4,100,10,10,1,1,0,0,1,1,Washington,DC,Real Bed,10,10,10/3/15
